Country,Date,Deaths,Confirmed,Recovered
Iraq,02-27-2020,0,7,0
Sweden,02-27-2020,0,7,0
Oman,02-27-2020,0,4,0
Austria,02-27-2020,0,3,0
Croatia,02-27-2020,0,3,0
Greece,02-27-2020,0,3,0
India,02-27-2020,0,3,3
Israel,02-27-2020,0,3,1
Philippines,02-27-2020,1,3,1
Finland,02-27-2020,0,2,1
Lebanon,02-27-2020,0,2,0
Pakistan,02-27-2020,0,2,0
Russia,02-27-2020,0,2,2
Afghanistan,02-27-2020,0,1,0
Algeria,02-27-2020,0,1,0
Belgium,02-27-2020,0,1,1
Brazil,02-27-2020,0,1,0
Cambodia,02-27-2020,0,1,1
Denmark,02-27-2020,0,1,0
Egypt,02-27-2020,0,1,0
Estonia,02-27-2020,0,1,0
Georgia,02-27-2020,0,1,0
Nepal,02-27-2020,0,1,1
Netherlands,02-27-2020,0,1,0
NorthMacedonia,02-27-2020,0,1,0
Norway,02-27-2020,0,1,0
Romania,02-27-2020,0,1,0
SanMarino,02-27-2020,0,1,0
SriLanka,02-27-2020,0,1,1
China,02-28-2020,2788,78824,36291
SouthKorea,02-28-2020,13,2337,22
Italy,02-28-2020,21,888,46
Others,02-28-2020,6,705,10
Iran,02-28-2020,34,388,73
Japan,02-28-2020,4,228,22
HongKong,02-28-2020,2,94,30
Singapore,02-28-2020,0,93,62
France,02-28-2020,2,57,11
Germany,02-28-2020,0,48,16
Kuwait,02-28-2020,0,45,0
US,02-28-2020,0,62,7
Thailand,02-28-2020,0,41,28
Bahrain,02-28-2020,0,36,0
Taiwan,02-28-2020,1,34,6
Spain,02-28-2020,0,32,2
Malaysia,02-28-2020,0,23,18
UK,02-28-2020,0,20,8
UnitedArabEmirates,02-28-2020,0,19,5
Vietnam,02-28-2020,0,16,16
Macau,02-28-2020,0,10,8
Australia,02-28-2020,0,23,11
Switzerland,02-28-2020,0,8,0
Canada,02-28-2020,0,14,6
Iraq,02-28-2020,0,7,0
Sweden,02-28-2020,0,7,0
Norway,02-28-2020,0,6,0
Croatia,02-28-2020,0,5,0
Greece,02-28-2020,0,4,0
Israel,02-28-2020,0,4,1
Oman,02-28-2020,0,4,0
Austria,02-28-2020,0,3,0
India,02-28-2020,0,3,3
Philippines,02-28-2020,1,3,1
Romania,02-28-2020,0,3,0
Finland,02-28-2020,0,2,1
Lebanon,02-28-2020,0,2,0
Pakistan,02-28-2020,0,2,0
Russia,02-28-2020,0,2,2
Azerbaijan,02-28-2020,0,1,0
Afghanistan,02-28-2020,0,1,0
Algeria,02-28-2020,0,1,0
Belarus,02-28-2020,0,1,0
Belgium,02-28-2020,0,1,1
Brazil,02-28-2020,0,1,0
Cambodia,02-28-2020,0,1,1
Denmark,02-28-2020,0,1,0
Egypt,02-28-2020,0,1,1
Estonia,02-28-2020,0,1,0
Georgia,02-28-2020,0,1,0
Iceland,02-28-2020,0,1,0
Lithuania,02-28-2020,0,1,0
Mexico,02-28-2020,0,1,0
Nepal,02-28-2020,0,1,1
Netherlands,02-28-2020,0,1,0
NewZealand,02-28-2020,0,1,0
Nigeria,02-28-2020,0,1,0
NorthIreland,02-28-2020,0,1,0
NorthMacedonia,02-28-2020,0,1,0
SanMarino,02-28-2020,0,1,0
SriLanka,02-28-2020,0,1,1
China,02-29-2020,2835,79251,39279
SouthKorea,02-29-2020,16,3150,27
Italy,02-29-2020,29,1128,46
Others,02-29-2020,6,705,10
Iran,02-29-2020,43,593,123
Japan,02-29-2020,5,241,32
Singapore,02-29-2020,0,102,72
France,02-29-2020,2,100,12
HongKong,02-29-2020,2,95,33
Germany,02-29-2020,0,79,16
Kuwait,02-29-2020,0,45,0
Spain,02-29-2020,0,45,2
US,02-29-2020,1,70,7
Thailand,02-29-2020,0,42,28
Bahrain,02-29-2020,0,41,0
Taiwan,02-29-2020,1,39,9
Malaysia,02-29-2020,0,25,18
UK,02-29-2020,0,23,8
UnitedArabEmirates,02-29-2020,0,21,5
Switzerland,02-29-2020,0,18,0
Vietnam,02-29-2020,0,16,16
Norway,02-29-2020,0,15,0
Iraq,02-29-2020,0,13,0
Sweden,02-29-2020,0,12,0
Canada,02-29-2020,0,20,6
Macau,02-29-2020,0,10,8
Australia,02-29-2020,0,25,11
Austria,02-29-2020,0,9,0
Israel,02-29-2020,0,7,1
Croatia,02-29-2020,0,6,0
Netherlands,02-29-2020,0,6,0
Oman,02-29-2020,0,6,1
Greece,02-29-2020,0,4,0
Lebanon,02-29-2020,0,4,0
Mexico,02-29-2020,0,4,0
Pakistan,02-29-2020,0,4,0
Denmark,02-29-2020,0,3,0
Finland,02-29-2020,0,3,1
India,02-29-2020,0,3,3
Philippines,02-29-2020,1,3,1
Romania,02-29-2020,0,3,0
Brazil,02-29-2020,0,2,0
Russia,02-29-2020,0,2,2
Afghanistan,02-29-2020,0,1,0
Algeria,02-29-2020,0,1,0
Belarus,02-29-2020,0,1,0
Belgium,02-29-2020,0,1,1
Cambodia,02-29-2020,0,1,1
Egypt,02-29-2020,0,1,1
Estonia,02-29-2020,0,1,0
Georgia,02-29-2020,0,1,0
Iceland,02-29-2020,0,1,0
Ireland,02-29-2020,0,1,0
Lithuania,02-29-2020,0,1,0
Luxembourg,02-29-2020,0,1,0
Monaco,02-29-2020,0,1,0
Nepal,02-29-2020,0,1,1
NewZealand,02-29-2020,0,1,0
Nigeria,02-29-2020,0,1,0
NorthMacedonia,02-29-2020,0,1,0
Qatar,02-29-2020,0,1,0
SanMarino,02-29-2020,0,1,0
SriLanka,02-29-2020,0,1,1
China,03-01-2020,2870,79826,42118
SouthKorea,03-01-2020,17,3736,30
Italy,03-01-2020,34,1694,83
Iran,03-01-2020,54,978,175
Others,03-01-2020,6,705,10
Japan,03-01-2020,6,256,32
France,03-01-2020,2,130,12
Germany,03-01-2020,0,130,16
Singapore,03-01-2020,0,106,72
HongKong,03-01-2020,2,96,36
Spain,03-01-2020,0,84,2
Bahrain,03-01-2020,0,47,0
Kuwait,03-01-2020,0,45,0
US,03-01-2020,1,76,7
Thailand,03-01-2020,1,42,28
Taiwan,03-01-2020,1,40,9
UK,03-01-2020,0,36,8
Malaysia,03-01-2020,0,29,18
Switzerland,03-01-2020,0,27,0
UnitedArabEmirates,03-01-2020,0,21,5
Iraq,03-01-2020,0,19,0
Norway,03-01-2020,0,19,0
Vietnam,03-01-2020,0,16,16
Austria,03-01-2020,0,14,0
Canada,03-01-2020,0,24,6
Sweden,03-01-2020,0,14,0
Israel,03-01-2020,0,10,1
Lebanon,03-01-2020,0,10,0
Macau,03-01-2020,0,10,8
Netherlands,03-01-2020,0,10,0
Australia,03-01-2020,1,27,11
Croatia,03-01-2020,0,7,0
Greece,03-01-2020,0,7,0
Ecuador,03-01-2020,0,6,0
Finland,03-01-2020,0,6,1
Oman,03-01-2020,0,6,1
Mexico,03-01-2020,0,5,0
Denmark,03-01-2020,0,4,0
Pakistan,03-01-2020,0,4,0
Azerbaijan,03-01-2020,0,3,0
CzechRepublic,03-01-2020,0,3,0
Georgia,03-01-2020,0,3,0
Iceland,03-01-2020,0,3,0
India,03-01-2020,0,3,3
Philippines,03-01-2020,1,3,1
Qatar,03-01-2020,0,3,0
Romania,03-01-2020,0,3,0
Belgium,03-01-2020,0,2,1
Brazil,03-01-2020,0,2,0
Egypt,03-01-2020,0,2,1
Russia,03-01-2020,0,2,2
Afghanistan,03-01-2020,0,1,0
Algeria,03-01-2020,0,1,0
Armenia,03-01-2020,0,1,0
Belarus,03-01-2020,0,1,0
Cambodia,03-01-2020,0,1,1
DominicanRepublic,03-01-2020,0,1,0
Estonia,03-01-2020,0,1,0
Ireland,03-01-2020,0,1,0
Lithuania,03-01-2020,0,1,0
Luxembourg,03-01-2020,0,1,0
Monaco,03-01-2020,0,1,0
Nepal,03-01-2020,0,1,1
NewZealand,03-01-2020,0,1,0
Nigeria,03-01-2020,0,1,0
NorthMacedonia,03-01-2020,0,1,0
SanMarino,03-01-2020,0,1,0
SriLanka,03-01-2020,0,1,1
China,03-02-2020,2912,80026,44810
SouthKorea,03-02-2020,28,4335,30
Italy,03-02-2020,52,2036,149
Iran,03-02-2020,66,1501,291
Others,03-02-2020,6,705,10
Japan,03-02-2020,6,274,32
France,03-02-2020,3,191,12
Germany,03-02-2020,0,159,16
Spain,03-02-2020,0,120,2
Singapore,03-02-2020,0,108,78
HongKong,03-02-2020,2,100,36
Kuwait,03-02-2020,0,56,0
Bahrain,03-02-2020,0,49,0
US,03-02-2020,6,101,7
Thailand,03-02-2020,1,43,31
Switzerland,03-02-2020,0,42,0
Taiwan,03-02-2020,1,41,12
UK,03-02-2020,0,40,8
Malaysia,03-02-2020,0,29,18
Iraq,03-02-2020,0,26,0
Norway,03-02-2020,0,25,0
UnitedArabEmirates,03-02-2020,0,21,5
Austria,03-02-2020,0,18,0
Netherlands,03-02-2020,0,18,0
Canada,03-02-2020,0,27,6
Vietnam,03-02-2020,0,16,16
Sweden,03-02-2020,0,15,0
Lebanon,03-02-2020,0,13,0
Israel,03-02-2020,0,10,1
Macau,03-02-2020,0,10,8
Australia,03-02-2020,1,30,11
Belgium,03-02-2020,0,8,1
SanMarino,03-02-2020,0,8,0
Croatia,03-02-2020,0,7,0
Greece,03-02-2020,0,7,0
Ecuador,03-02-2020,0,6,0
Finland,03-02-2020,0,6,1
Iceland,03-02-2020,0,6,0
Oman,03-02-2020,0,6,1
India,03-02-2020,0,5,3
Mexico,03-02-2020,0,5,0
Denmark,03-02-2020,0,4,0
Pakistan,03-02-2020,0,4,0
Algeria,03-02-2020,0,3,0
Azerbaijan,03-02-2020,0,3,0
CzechRepublic,03-02-2020,0,3,0
Georgia,03-02-2020,0,3,0
Philippines,03-02-2020,1,3,1
Qatar,03-02-2020,0,3,0
Romania,03-02-2020,0,3,0
Russia,03-02-2020,0,3,2
Brazil,03-02-2020,0,2,0
Egypt,03-02-2020,0,2,1
Indonesia,03-02-2020,0,2,0
Portugal,03-02-2020,0,2,0
Afghanistan,03-02-2020,0,1,0
Andorra,03-02-2020,0,1,0
Armenia,03-02-2020,0,1,0
Belarus,03-02-2020,0,1,0
Cambodia,03-02-2020,0,1,1
DominicanRepublic,03-02-2020,0,1,0
Estonia,03-02-2020,0,1,0
Ireland,03-02-2020,0,1,0
Latvia,03-02-2020,0,1,0
Lithuania,03-02-2020,0,1,0
Luxembourg,03-02-2020,0,1,0
Monaco,03-02-2020,0,1,0
Morocco,03-02-2020,0,1,0
Nepal,03-02-2020,0,1,1
NewZealand,03-02-2020,0,1,0
Nigeria,03-02-2020,0,1,0
NorthMacedonia,03-02-2020,0,1,0
SaudiArabia,03-02-2020,0,1,0
Senegal,03-02-2020,0,1,0
SriLanka,03-02-2020,0,1,1
China,03-03-2020,2945,80151,47404
SouthKorea,03-03-2020,28,5186,30
Italy,03-03-2020,79,2502,160
Iran,03-03-2020,77,2336,291
Others,03-03-2020,6,706,10
Japan,03-03-2020,6,293,43
France,03-03-2020,4,204,12
Germany,03-03-2020,0,196,16
Spain,03-03-2020,1,165,2
Singapore,03-03-2020,0,110,78
HongKong,03-03-2020,2,100,37
Kuwait,03-03-2020,0,56,0
Switzerland,03-03-2020,0,56,2
UK,03-03-2020,0,51,8
Bahrain,03-03-2020,0,49,0
US,03-03-2020,7,122,8
Thailand,03-03-2020,1,43,31
Taiwan,03-03-2020,1,42,12
Malaysia,03-03-2020,0,36,22
Iraq,03-03-2020,0,32,0
Norway,03-03-2020,0,32,0
UnitedArabEmirates,03-03-2020,0,27,5
Netherlands,03-03-2020,0,24,0
Austria,03-03-2020,0,21,0
Sweden,03-03-2020,0,21,0
Canada,03-03-2020,0,30,6
Vietnam,03-03-2020,0,16,16
Australia,03-03-2020,1,39,11
Belgium,03-03-2020,0,13,1
Lebanon,03-03-2020,0,13,0
Israel,03-03-2020,0,12,1
Oman,03-03-2020,0,12,2
Iceland,03-03-2020,0,11,0
Macau,03-03-2020,0,10,9
SanMarino,03-03-2020,1,10,0
Croatia,03-03-2020,0,9,0
Ecuador,03-03-2020,0,7,0
Greece,03-03-2020,0,7,0
Qatar,03-03-2020,0,7,0
Denmark,03-03-2020,0,6,0
Finland,03-03-2020,0,6,1
Algeria,03-03-2020,0,5,0
CzechRepublic,03-03-2020,0,5,0
India,03-03-2020,0,5,3
Mexico,03-03-2020,0,5,1
Pakistan,03-03-2020,0,5,0
Azerbaijan,03-03-2020,0,3,0
Georgia,03-03-2020,0,3,0
Philippines,03-03-2020,1,3,1
Romania,03-03-2020,0,3,0
Russia,03-03-2020,0,3,2
Brazil,03-03-2020,0,2,0
Egypt,03-03-2020,0,2,1
Estonia,03-03-2020,0,2,0
Indonesia,03-03-2020,0,2,0
Ireland,03-03-2020,0,2,0
Portugal,03-03-2020,0,2,0
Senegal,03-03-2020,0,2,0
Afghanistan,03-03-2020,0,1,0
Andorra,03-03-2020,0,1,0
Argentina,03-03-2020,0,1,0
Armenia,03-03-2020,0,1,0
Belarus,03-03-2020,0,1,0
Cambodia,03-03-2020,0,1,1
Chile,03-03-2020,0,1,0
DominicanRepublic,03-03-2020,0,1,0
Jordan,03-03-2020,0,1,0
Latvia,03-03-2020,0,1,0
Lithuania,03-03-2020,0,1,0
Luxembourg,03-03-2020,0,1,0
Monaco,03-03-2020,0,1,0
Morocco,03-03-2020,0,1,0
Nepal,03-03-2020,0,1,1
NewZealand,03-03-2020,0,1,0
Nigeria,03-03-2020,0,1,0
NorthMacedonia,03-03-2020,0,1,0
SaudiArabia,03-03-2020,0,1,0
SriLanka,03-03-2020,0,1,1
Ukraine,03-03-2020,0,1,0
China,03-04-2020,2981,80271,49955
SouthKorea,03-04-2020,35,5621,41
Italy,03-04-2020,107,3089,276
Iran,03-04-2020,92,2922,552
Others,03-04-2020,6,706,10
Japan,03-04-2020,6,331,43
France,03-04-2020,4,285,12
Germany,03-04-2020,0,262,16
Spain,03-04-2020,2,222,2
Singapore,03-04-2020,0,110,78
HongKong,03-04-2020,2,105,37
Switzerland,03-04-2020,0,90,3
UK,03-04-2020,0,85,8
Kuwait,03-04-2020,0,56,0
Norway,03-04-2020,0,56,0
Bahrain,03-04-2020,0,52,0
Malaysia,03-04-2020,0,50,22
US,03-04-2020,11,153,8
Thailand,03-04-2020,1,43,31
Taiwan,03-04-2020,1,42,12
Netherlands,03-04-2020,0,38,0
Iraq,03-04-2020,2,35,0
Sweden,03-04-2020,0,35,0
Austria,03-04-2020,0,29,0
India,03-04-2020,0,28,3
UnitedArabEmirates,03-04-2020,0,27,5
Iceland,03-04-2020,0,26,0
Belgium,03-04-2020,0,23,1
Australia,03-04-2020,2,52,11
Canada,03-04-2020,0,33,6
SanMarino,03-04-2020,1,16,0
Vietnam,03-04-2020,0,16,16
Israel,03-04-2020,0,15,1
Oman,03-04-2020,0,15,2
Lebanon,03-04-2020,0,13,1
Algeria,03-04-2020,0,12,0
Croatia,03-04-2020,0,10,0
Denmark,03-04-2020,0,10,0
Ecuador,03-04-2020,0,10,0
Macau,03-04-2020,0,10,9
Greece,03-04-2020,0,9,0
CzechRepublic,03-04-2020,0,8,0
Qatar,03-04-2020,0,8,0
Belarus,03-04-2020,0,6,0
Finland,03-04-2020,0,6,1
Ireland,03-04-2020,0,6,0
Mexico,03-04-2020,0,5,1
Pakistan,03-04-2020,0,5,0
Portugal,03-04-2020,0,5,0
Brazil,03-04-2020,0,4,0
Romania,03-04-2020,0,4,1
Senegal,03-04-2020,0,4,0
Azerbaijan,03-04-2020,0,3,0
Georgia,03-04-2020,0,3,0
NewZealand,03-04-2020,0,3,0
Philippines,03-04-2020,1,3,1
Russia,03-04-2020,0,3,2
SaintBarthelemy,03-04-2020,0,3,0
Egypt,03-04-2020,0,2,1
Estonia,03-04-2020,0,2,0
Hungary,03-04-2020,0,2,0
Indonesia,03-04-2020,0,2,0
Afghanistan,03-04-2020,0,1,0
Andorra,03-04-2020,0,1,0
Argentina,03-04-2020,0,1,0
Armenia,03-04-2020,0,1,0
Cambodia,03-04-2020,0,1,1
Chile,03-04-2020,0,1,0
DominicanRepublic,03-04-2020,0,1,0
FaroeIslands,03-04-2020,0,1,0
Gibraltar,03-04-2020,0,1,0
Jordan,03-04-2020,0,1,0
Latvia,03-04-2020,0,1,0
Liechtenstein,03-04-2020,0,1,0
Lithuania,03-04-2020,0,1,0
Luxembourg,03-04-2020,0,1,0
Monaco,03-04-2020,0,1,0
Morocco,03-04-2020,0,1,0
Nepal,03-04-2020,0,1,1
Nigeria,03-04-2020,0,1,0
NorthMacedonia,03-04-2020,0,1,0
Poland,03-04-2020,0,1,0
SaudiArabia,03-04-2020,0,1,0
SriLanka,03-04-2020,0,1,1
Tunisia,03-04-2020,0,1,0
Ukraine,03-04-2020,0,1,0
China,03-05-2020,3013,80422,52240
SouthKorea,03-05-2020,35,6088,41
Italy,03-05-2020,148,3858,414
Iran,03-05-2020,107,3513,739
Others,03-05-2020,6,706,10
Germany,03-05-2020,0,482,16
France,03-05-2020,6,377,12
Japan,03-05-2020,6,360,43
Spain,03-05-2020,3,259,2
Singapore,03-05-2020,0,117,78
UK,03-05-2020,1,115,8
Switzerland,03-05-2020,1,114,3
HongKong,03-05-2020,2,105,43
Sweden,03-05-2020,0,94,0
Norway,03-05-2020,0,87,0
Netherlands,03-05-2020,0,82,0
Kuwait,03-05-2020,0,58,0
Bahrain,03-05-2020,0,55,0
US,03-05-2020,12,221,8
Belgium,03-05-2020,0,50,1
Malaysia,03-05-2020,0,50,22
Thailand,03-05-2020,1,47,31
Taiwan,03-05-2020,1,44,12
Austria,03-05-2020,0,41,0
Iraq,03-05-2020,2,35,0
Iceland,03-05-2020,0,34,0
Greece,03-05-2020,0,31,0
India,03-05-2020,0,30,3
UnitedArabEmirates,03-05-2020,0,29,5
Australia,03-05-2020,2,55,21
Canada,03-05-2020,0,37,6
SanMarino,03-05-2020,1,21,0
Israel,03-05-2020,0,16,1
Lebanon,03-05-2020,0,16,1
Oman,03-05-2020,0,16,2
Vietnam,03-05-2020,0,16,16
Ecuador,03-05-2020,0,13,0
Algeria,03-05-2020,0,12,0
CzechRepublic,03-05-2020,0,12,0
Finland,03-05-2020,0,12,1
Croatia,03-05-2020,0,10,0
Denmark,03-05-2020,0,10,0
Macau,03-05-2020,0,10,9
Portugal,03-05-2020,0,8,0
Qatar,03-05-2020,0,8,0
Azerbaijan,03-05-2020,0,6,0
Belarus,03-05-2020,0,6,0
Ireland,03-05-2020,0,6,0
Romania,03-05-2020,0,6,1
Mexico,03-05-2020,0,5,1
Pakistan,03-05-2020,0,5,0
SaudiArabia,03-05-2020,0,5,0
Brazil,03-05-2020,0,4,0
Chile,03-05-2020,0,4,0
Georgia,03-05-2020,0,4,0
Palestine,03-05-2020,0,4,0
Russia,03-05-2020,0,4,2
Senegal,03-05-2020,0,4,0
Egypt,03-05-2020,0,3,1
Estonia,03-05-2020,0,3,0
NewZealand,03-05-2020,0,3,0
Philippines,03-05-2020,1,3,1
SaintBarthelemy,03-05-2020,0,3,0
BosniaandHerzegovina,03-05-2020,0,2,0
Hungary,03-05-2020,0,2,0
Indonesia,03-05-2020,0,2,0
Morocco,03-05-2020,0,2,0
Slovenia,03-05-2020,0,2,0
Afghanistan,03-05-2020,0,1,0
Andorra,03-05-2020,0,1,0
Argentina,03-05-2020,0,1,0
Armenia,03-05-2020,0,1,0
Cambodia,03-05-2020,0,1,1
DominicanRepublic,03-05-2020,0,1,0
FaroeIslands,03-05-2020,0,1,0
Gibraltar,03-05-2020,0,1,0
Jordan,03-05-2020,0,1,0
Latvia,03-05-2020,0,1,0
Liechtenstein,03-05-2020,0,1,0
Lithuania,03-05-2020,0,1,0
Luxembourg,03-05-2020,0,1,0
Monaco,03-05-2020,0,1,0
Nepal,03-05-2020,0,1,1
Nigeria,03-05-2020,0,1,0
NorthMacedonia,03-05-2020,0,1,0
Poland,03-05-2020,0,1,0
SouthAfrica,03-05-2020,0,1,0
SriLanka,03-05-2020,0,1,1
Tunisia,03-05-2020,0,1,0
Ukraine,03-05-2020,0,1,0
China,03-06-2020,3042,80573,53888
SouthKorea,03-06-2020,42,6593,135
Iran,03-06-2020,124,4747,913
Italy,03-06-2020,197,4636,523
Others,03-06-2020,6,696,40
Germany,03-06-2020,0,670,17
France,03-06-2020,9,653,12
Japan,03-06-2020,6,420,46
Spain,03-06-2020,5,400,2
Switzerland,03-06-2020,1,214,3
UK,03-06-2020,2,163,8
Singapore,03-06-2020,0,130,78
Netherlands,03-06-2020,1,128,0
Belgium,03-06-2020,0,109,1
Norway,03-06-2020,0,108,0
HongKong,03-06-2020,2,107,46
Sweden,03-06-2020,0,101,0
Malaysia,03-06-2020,0,83,22
Bahrain,03-06-2020,0,60,4
Kuwait,03-06-2020,0,58,0
US,03-06-2020,14,278,8
Austria,03-06-2020,0,55,0
Thailand,03-06-2020,1,48,31
Greece,03-06-2020,0,45,0
Taiwan,03-06-2020,1,45,12
Iceland,03-06-2020,0,43,0
Iraq,03-06-2020,3,40,0
India,03-06-2020,0,31,3
UnitedArabEmirates,03-06-2020,0,29,5
Australia,03-06-2020,2,60,21
Canada,03-06-2020,0,49,6
Denmark,03-06-2020,0,23,1
Lebanon,03-06-2020,0,22,1
Israel,03-06-2020,0,21,2
SanMarino,03-06-2020,1,21,0
CzechRepublic,03-06-2020,0,18,0
Ireland,03-06-2020,0,18,0
Algeria,03-06-2020,0,17,0
Oman,03-06-2020,0,16,2
Palestine,03-06-2020,0,16,0
Vietnam,03-06-2020,0,16,16
Egypt,03-06-2020,0,15,1
Finland,03-06-2020,0,15,1
Brazil,03-06-2020,0,13,0
Ecuador,03-06-2020,0,13,0
Portugal,03-06-2020,0,13,0
Russia,03-06-2020,0,13,2
Croatia,03-06-2020,0,11,0
Estonia,03-06-2020,0,10,0
Macau,03-06-2020,0,10,10
Romania,03-06-2020,0,9,1
Qatar,03-06-2020,0,8,0
Slovenia,03-06-2020,0,7,0
Azerbaijan,03-06-2020,0,6,0
Belarus,03-06-2020,0,6,0
Mexico,03-06-2020,0,6,1
Pakistan,03-06-2020,0,6,0
Philippines,03-06-2020,1,5,1
Poland,03-06-2020,0,5,0
SaudiArabia,03-06-2020,0,5,0
Chile,03-06-2020,0,4,0
Georgia,03-06-2020,0,4,0
Indonesia,03-06-2020,0,4,0
NewZealand,03-06-2020,0,4,0
Senegal,03-06-2020,0,4,0
NorthMacedonia,03-06-2020,0,3,0
SaintBarthelemy,03-06-2020,0,3,0
Argentina,03-06-2020,0,2,0
BosniaandHerzegovina,03-06-2020,0,2,0
DominicanRepublic,03-06-2020,0,2,0
Hungary,03-06-2020,0,2,0
Luxembourg,03-06-2020,0,2,0
Morocco,03-06-2020,0,2,0
Afghanistan,03-06-2020,0,1,0
Andorra,03-06-2020,0,1,0
Armenia,03-06-2020,0,1,0
Bhutan,03-06-2020,0,1,0
Cambodia,03-06-2020,0,1,1
Cameroon,03-06-2020,0,1,0
Colombia,03-06-2020,0,1,0
CostaRica,03-06-2020,0,1,0
FaroeIslands,03-06-2020,0,1,0
Gibraltar,03-06-2020,0,1,0
Jordan,03-06-2020,0,1,0
Latvia,03-06-2020,0,1,0
Liechtenstein,03-06-2020,0,1,0
Lithuania,03-06-2020,0,1,0
Monaco,03-06-2020,0,1,0
Nepal,03-06-2020,0,1,1
Nigeria,03-06-2020,0,1,0
Peru,03-06-2020,0,1,0
Serbia,03-06-2020,0,1,0
Slovakia,03-06-2020,0,1,0
SouthAfrica,03-06-2020,0,1,0
SriLanka,03-06-2020,0,1,1
Togo,03-06-2020,0,1,0
Tunisia,03-06-2020,0,1,0
Ukraine,03-06-2020,0,1,0
VaticanCity,03-06-2020,0,1,0
China,03-07-2020,3070,80652,55478
SouthKorea,03-07-2020,44,7041,135
Italy,03-07-2020,233,5883,589
Iran,03-07-2020,145,5823,1669
France,03-07-2020,11,949,12
Germany,03-07-2020,0,799,18
Others,03-07-2020,6,696,40
Spain,03-07-2020,10,500,30
Japan,03-07-2020,6,461,76
Switzerland,03-07-2020,1,268,3
UK,03-07-2020,2,206,18
Netherlands,03-07-2020,1,188,0
Belgium,03-07-2020,0,169,1
Sweden,03-07-2020,0,161,0
Norway,03-07-2020,0,147,0
Singapore,03-07-2020,0,138,78
HongKong,03-07-2020,2,108,51
Malaysia,03-07-2020,0,93,23
Bahrain,03-07-2020,0,85,4
Austria,03-07-2020,0,79,0
US,03-07-2020,17,417,8
Kuwait,03-07-2020,0,61,0
Iraq,03-07-2020,4,54,0
Iceland,03-07-2020,0,50,0
Thailand,03-07-2020,1,50,31
Greece,03-07-2020,0,46,0
Taiwan,03-07-2020,1,45,12
UnitedArabEmirates,03-07-2020,0,45,7
India,03-07-2020,0,34,3
Australia,03-07-2020,2,63,21
Canada,03-07-2020,0,54,8
Denmark,03-07-2020,0,23,1
SanMarino,03-07-2020,1,23,0
Lebanon,03-07-2020,0,22,1
Palestine,03-07-2020,0,22,0
Israel,03-07-2020,0,21,2
Portugal,03-07-2020,0,20,0
CzechRepublic,03-07-2020,0,19,0
Ireland,03-07-2020,0,18,0
Vietnam,03-07-2020,0,18,16
Algeria,03-07-2020,0,17,0
Oman,03-07-2020,0,16,2
Egypt,03-07-2020,0,15,1
Finland,03-07-2020,0,15,1
Brazil,03-07-2020,0,13,0
Ecuador,03-07-2020,0,13,0
Russia,03-07-2020,0,13,2
Croatia,03-07-2020,0,12,0
Estonia,03-07-2020,0,10,0
Macau,03-07-2020,0,10,10
Azerbaijan,03-07-2020,0,9,0
Romania,03-07-2020,0,9,3
Argentina,03-07-2020,0,8,0
Qatar,03-07-2020,0,8,0
Slovenia,03-07-2020,0,7,0
Belarus,03-07-2020,0,6,0
Mexico,03-07-2020,0,6,1
Pakistan,03-07-2020,0,6,0
Philippines,03-07-2020,1,6,1
FrenchGuiana,03-07-2020,0,5,0
NewZealand,03-07-2020,0,5,0
Poland,03-07-2020,0,5,0
SaudiArabia,03-07-2020,0,5,0
Chile,03-07-2020,0,4,0
Georgia,03-07-2020,0,4,0
Hungary,03-07-2020,0,4,0
Indonesia,03-07-2020,0,4,0
Senegal,03-07-2020,0,4,0
BosniaandHerzegovina,03-07-2020,0,3,0
Malta,03-07-2020,0,3,0
NorthMacedonia,03-07-2020,0,3,0
SaintBarthelemy,03-07-2020,0,3,0
DominicanRepublic,03-07-2020,0,2,0
Luxembourg,03-07-2020,0,2,0
Martinique,03-07-2020,0,2,0
Morocco,03-07-2020,0,2,0
Afghanistan,03-07-2020,0,1,0
Andorra,03-07-2020,0,1,0
Armenia,03-07-2020,0,1,0
Bhutan,03-07-2020,0,1,0
Cambodia,03-07-2020,0,1,1
Cameroon,03-07-2020,0,1,0
Colombia,03-07-2020,0,1,0
CostaRica,03-07-2020,0,1,0
FaroeIslands,03-07-2020,0,1,0
Gibraltar,03-07-2020,0,1,0
Jordan,03-07-2020,0,1,0
Latvia,03-07-2020,0,1,0
Liechtenstein,03-07-2020,0,1,0
Lithuania,03-07-2020,0,1,0
Monaco,03-07-2020,0,1,0
Nepal,03-07-2020,0,1,1
Nigeria,03-07-2020,0,1,0
Peru,03-07-2020,0,1,0
Serbia,03-07-2020,0,1,0
Slovakia,03-07-2020,0,1,0
SouthAfrica,03-07-2020,0,1,0
SriLanka,03-07-2020,0,1,1
Togo,03-07-2020,0,1,0
Tunisia,03-07-2020,0,1,0
Ukraine,03-07-2020,0,1,0
VaticanCity,03-07-2020,0,1,0
China,03-08-2020,3097,80699,57320
Italy,03-08-2020,366,7375,622
SouthKorea,03-08-2020,50,7314,118
Iran,03-08-2020,194,6566,2134
France,03-08-2020,19,1126,12
Germany,03-08-2020,0,1040,18
Others,03-08-2020,6,696,40
Spain,03-08-2020,17,673,30
Japan,03-08-2020,6,502,76
Switzerland,03-08-2020,2,337,3
UK,03-08-2020,3,273,18
